4,1,3,2,3,4
3,1,3,2,3,4
3,2,3,3,3,4
2,2,3,3,3,4
2,3,3,3,3,4
3,3,3,4,4,3
3,2,3,4,4,3
4,2,3,4,4,3
4,3,3,4,4,4
4,4,3,4,4,5
4,5,3,4,4,6
4,6,3,4,4,7
4,7,3,4,4,8
4,8,3,4,4,9
4,9,3,4,4,10
4,8,3,4,4,10
4,7,3,4,4,10
4,6,3,4,4,10
4,5,3,4,4,10
3,5,3,4,4,10
3,4,3,3,4,10
3,3,3,2,4,10
2,3,3,2,4,10
2,2,3,2,4,10
3,2,4,2,4,10
